att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
54,40,140358,119577,19046,9378,15063,7801,2889,2580,left
81,100,380918,145849,29096,13266,3863,14635,4181,2583,right
81,97,144666,15766,24492,31011,11194,15735,6816,2584,down
60,61,7010,9910,27790,4773,3417,11434,5016,2585,right
50,61,690933,157816,33346,12772,14313,21182,3530,2587,down
47,57,67971,99580,26297,14571,5890,15586,3203,2590,left
78,57,223599,46485,5528,28908,3756,9123,8274,2590,down
44,34,22217,19618,5171,12443,9081,7226,4053,2591,up
38,64,26821,11052,16394,8280,4969,10494,2477,2592,up
63,54,5751,20573,26500,8773,9385,13079,7583,2592,up
63,90,333563,34902,5032,10420,7480,9586,5146,2599,right
38,61,12852,38417,32854,11983,6715,10937,1779,2601,up
60,60,588796,101829,35179,33639,12393,13781,5805,2603,down
94,78,200157,25526,10308,6333,3774,13220,2051,2604,right
74,81,1264,3254,11029,19191,7854,6695,7132,2606,up
96,61,201471,105607,7747,30630,12334,11573,10301,2607,down
75,44,21782,5503,17643,13739,12208,22216,3926,2609,up
56,16,26485,8169,1939,6298,4958,19635,1983,2617,up
70,1,178582,80681,3156,15072,8788,29960,4828,2618,down
67,63,55819,31041,8392,31785,6730,11781,5244,2622,left
75,43,59968,81686,40856,23070,3898,12767,1448,2623,right
75,23,59908,95457,9535,16693,10277,33069,2766,2623,left
16,35,144795,82498,20999,34478,12122,6104,2673,2628,left
64,54,9164,24794,54275,17748,10156,16525,4541,2628,up
50,47,452873,105891,16539,10188,6880,37937,3636,2630,down
81,35,198363,57394,12838,8297,5535,25253,5889,2632,down
43,23,57116,99258,28009,5729,10814,9977,4581,2639,left
56,54,13422,24675,8143,8582,5545,7514,2783,2640,up
48,63,115602,32414,12360,16996,5660,10320,3334,2640,left
29,24,108959,43123,31461,8360,10972,4312,2390,2641,left
87,38,5465,16581,7569,4141,5684,9630,11123,2644,up
94,75,13089,22556,25404,6643,7813,7211,4038,2647,right
69,24,743149,127945,12592,6595,12627,20089,3609,2649,down
91,57,253016,67554,13043,21022,10720,13534,4164,2653,down
69,57,5767,7072,19875,7251,8646,19000,5150,2654,up
10,35,133593,102918,23443,19348,10763,21815,4841,2655,down
56,40,547606,92782,17293,23353,12172,12958,3409,2657,down
53,41,176084,74727,7279,3345,6654,20664,5663,2658,left
47,66,462884,141220,97598,18840,15415,57683,3063,2659,left
74,38,341809,141119,19501,27728,9748,21394,5804,2660,down
75,38,8425,10486,10540,14456,6925,10735,3288,2665,up
75,56,12495,5571,3831,10982,4623,4873,3654,2667,up
69,91,218862,129339,10497,40235,27424,10855,7731,2669,down
83,40,11252,18844,12614,8972,5536,4995,1717,2671,up
100,81,146718,142461,8089,31803,7347,18314,1627,2673,right
44,69,79485,71773,27977,14055,7105,4124,2386,2676,left
97,88,57315,16442,5375,7287,7420,3766,2843,2679,right
77,40,42131,15956,6795,9361,11031,12894,3107,2679,up
50,41,66180,64093,19116,12209,8415,20796,5103,2680,left
70,100,40507,27046,12004,13951,10022,13092,3581,2681,right
77,47,6514,5081,8499,3634,7912,4124,4126,2681,up
50,43,108121,39099,15401,11672,8602,16128,1969,2682,left
11,50,180180,76624,54677,17999,9048,7323,4012,2682,left
67,57,64055,60425,26395,9346,8262,8958,1576,2686,right
96,97,32553,3539,9611,10804,10735,11259,5553,2687,right
43,47,16091,15293,14778,6663,8421,8926,4994,2690,up
43,51,20195,10601,4006,19703,10065,10944,4349,2693,up
63,97,98855,16129,16883,8450,7355,18224,2806,2698,right
83,60,594781,88991,12948,54372,5120,17310,5057,2701,down
47,40,226765,132545,15328,13691,4572,36132,6446,2701,down
90,78,182340,35403,47318,9405,7986,42973,2487,2706,right
57,61,49176,51408,6959,21222,13357,23363,4531,2706,down
37,67,7835,26046,10581,6754,3912,5997,2623,2710,up
24,50,251008,51987,22618,29329,13308,19670,3179,2710,left
48,93,508427,27046,33306,36422,3229,22572,5796,2711,right
80,61,14089,15742,8357,10657,3115,11520,2425,2714,right
61,84,163926,14064,9663,15277,5280,10463,5922,2716,right
64,75,241762,72828,21602,3140,15964,17836,2838,2720,left
38,30,16594,14543,1070,30260,9410,29137,2633,2724,up
100,93,31817,11655,15028,6556,10083,6598,6296,2726,right
34,47,184447,68771,29492,9639,10680,19634,4644,2727,down
54,26,394869,136882,16334,43972,13521,6340,4436,2728,left
51,67,42014,28192,18339,19251,9242,21613,5031,2729,right
57,81,131748,211523,23878,27420,10648,22449,3741,2730,left
77,53,679347,92717,33180,15713,15055,48003,2814,2736,down
23,67,366481,86883,76699,4780,12605,8232,4968,2737,left
74,30,453203,59505,20612,8120,17158,11755,3060,2739,up
64,66,173500,95342,23148,16601,16997,36445,6837,2740,left
80,64,141606,19257,4538,3406,1318,2021,354,2741,right
97,21,322833,101586,42263,8079,17359,36977,3707,2741,left
67,35,568879,27243,5584,29691,9865,13824,7462,2741,up
27,63,113934,227308,24655,13190,8036,19253,2440,2742,left
88,13,12260,20187,9757,9907,14773,24145,2300,2744,up
54,17,178716,127620,28536,8943,5681,10162,6837,2744,left
38,48,9269,12781,4688,15524,3309,8336,3822,2745,up
84,41,13476,20394,16328,13508,3526,6115,6082,2746,up
16,24,135767,166168,9256,16556,6308,14268,4394,2747,down
48,1,220423,329768,74642,44993,15561,20597,1705,2749,left
48,54,55909,79853,22535,17724,15535,15385,11077,2754,down
37,56,129048,117463,10786,18257,16255,19786,3051,2755,right
80,48,113627,32214,13885,3298,3483,2410,1283,2757,left
17,17,274859,49210,2166,15195,6165,13719,6153,2762,left
48,56,20865,10147,7967,19529,7183,5324,5045,2765,up
74,77,221958,32604,13994,15049,21323,17293,5947,2766,right
57,48,25256,19387,28128,21347,3816,18983,3719,2767,right
57,50,139779,54636,27402,15486,10236,21124,3744,2770,left
74,41,411612,110761,11925,14418,16477,24966,3417,2772,down
54,27,5367,14837,26048,9782,15505,19099,3098,2773,up
38,4,135149,135519,11598,5960,4902,4070,5672,2776,down
38,43,13265,23716,1124,14369,6653,11384,1999,2778,up
34,34,4718,30451,12853,4586,6532,5844,1944,2779,up
60,48,739097,60034,15252,53690,3910,12333,6776,2779,down
61,100,158228,138013,125696,13151,4983,23097,5209,2783,left
74,47,126553,55064,25066,10649,11864,15703,5070,2786,down
100,47,9808,9525,20465,23927,18697,8897,2566,2790,up
100,57,327043,29247,11676,18154,13401,23562,3654,2790,down
74,90,127008,16258,16405,8608,6653,7989,5307,2794,right
48,48,142307,71923,26702,13841,7295,22344,1572,2795,left
66,61,150536,101568,14673,39076,13837,14587,2718,2796,down
47,63,55224,21130,11164,12017,6228,5434,3266,2798,right
100,57,4921,3015,2895,3658,4803,5450,4794,2799,up
69,83,154292,76118,49492,20938,6393,9094,3561,2803,left
43,1,870017,436943,19852,37152,15347,12116,5733,2803,down
61,61,73909,191644,30198,13120,4541,30838,10385,2803,left
29,40,7092,27284,8972,4504,8599,9436,1868,2808,up
37,27,12988,12290,17988,4374,4327,10344,3539,2810,up
34,44,7977,20553,11824,12200,4440,13525,4952,2811,up
40,75,113773,67574,13993,11635,7536,4313,2553,2818,right
100,21,1383066,85971,55800,49512,15965,23659,4128,2818,left
93,83,89745,39934,12023,4579,8829,10871,7968,2823,right
100,51,119948,148100,21113,22699,8493,18908,4356,2824,left
100,30,125803,124875,53295,76137,15025,20674,2396,2831,left
51,37,370665,99441,31727,13345,5880,15014,4418,2832,down
66,50,582514,259265,176577,29794,10426,30477,8520,2837,left
87,41,13443,5847,6227,7058,7762,1173,3544,2839,up
64,43,4278,24393,6316,11142,13733,7686,2886,2841,up
83,83,5073,15674,19756,17581,7521,11407,2652,2842,right
91,3,136174,33920,9949,5647,4444,10256,2154,2843,left
70,61,13530,5524,4524,6164,11473,16734,1542,2844,up
37,53,118764,14057,19307,14842,8339,7369,1955,2852,right
54,56,12548,21975,8944,6070,10323,8117,9730,2853,up
26,57,680943,165317,23377,15313,6759,7485,6572,2855,left
27,34,441644,236773,44097,17651,7524,16906,2623,2856,down
27,53,8403,13231,10931,12716,7254,7084,3672,2856,up
60,11,422983,132393,106499,35897,13819,21047,3826,2858,left
75,60,16856,20366,17793,4735,16621,8275,3903,2860,up
54,30,71263,74951,21848,30085,6968,25486,4255,2860,left
81,37,307774,97457,42234,42846,8724,34788,4036,2861,left
61,48,18198,49999,7867,15039,7795,4484,3828,2865,up
48,74,141561,99656,6951,12979,4352,5070,1610,2867,right
93,66,119719,112613,11750,18344,7353,17437,4627,2869,left
63,24,241427,42441,2099,13198,15949,15897,8923,2869,left
96,57,32488,19648,1285,2451,728,4204,849,2870,right
27,57,319671,196170,21088,32653,7151,16903,6076,2871,down
74,90,23682,7041,13073,6608,5101,5779,2640,2874,right
54,78,171797,26363,35988,11002,13680,10580,2872,2874,right
83,51,45107,15641,18714,6591,5144,5735,6406,2876,up
64,61,118307,67785,21759,39534,19708,12219,5822,2878,left
81,29,68584,10323,10613,10871,10440,2534,3263,2879,up
51,35,195610,58171,33505,18625,16317,20045,5889,2879,left
60,29,934616,134796,22766,9599,8176,15296,4804,2880,left
88,77,6683,14021,12003,11820,11292,12724,2050,2884,right
67,60,189183,148013,65420,16977,14567,13954,5616,2885,down
37,51,98375,65242,8644,3624,11828,39357,3026,2886,left
60,38,316886,226810,20510,24062,19789,11679,8000,2886,down
41,56,126296,184337,15018,21858,16100,6378,3355,2887,left
91,40,5032,3532,7157,8781,9766,19072,2061,2889,up
54,38,155436,50803,7373,19156,7009,8468,9486,2890,left
53,77,146693,72746,38235,6323,6252,19852,5315,2892,right
41,51,121283,63395,7914,16259,7376,24133,10371,2893,left
56,41,171030,118825,40490,29563,18507,10872,1210,2897,down
51,61,18900,23883,29561,13111,14078,19675,7374,2897,up
88,66,21569,8795,25473,5853,8219,17562,2460,2900,up
84,74,229022,49876,8297,26246,9072,23203,9666,2902,down
87,75,9986,19374,22482,13877,9845,8722,1973,2905,right
87,38,4009,13045,10920,7543,4534,8200,2044,2906,up
61,50,91313,114966,22501,13486,6295,12769,5410,2907,left
16,64,128471,78072,9990,11251,8254,28631,5485,2908,left
50,96,51816,21300,24850,9814,5397,10005,4297,2909,up
50,60,6176,18131,20976,16695,4931,3186,6637,2913,up
40,30,10004,6952,10519,2018,3230,5059,1473,2917,up
47,67,25452,13637,6151,27255,4812,14992,3965,2917,right
100,27,824610,217859,16057,18986,18093,36202,7589,2917,left
63,74,78045,35690,27469,15181,9179,9596,3444,2919,right
29,38,483859,335699,53609,47227,37844,17762,3159,2922,down
43,84,86368,76997,27094,16801,8990,13848,5179,2924,right
80,35,101909,122185,8960,12403,25883,7252,4402,2928,left
44,34,443781,112551,23633,39784,7866,24100,3757,2935,down
78,78,55773,51232,18378,21252,10634,21828,2367,2936,right
30,43,206224,130153,7201,23718,9790,23659,3420,2936,left
47,66,172233,110380,31975,27761,5609,30347,4855,2936,down
54,70,429323,155026,21389,14198,11776,14752,6236,2937,right
100,53,145646,40876,10256,18935,16396,12165,6914,2938,down
60,47,11888,10316,11190,4029,3941,13054,1915,2939,up
56,27,25057,8940,1895,20234,5702,13527,6393,2939,up
84,66,6431,34064,15838,33428,10772,10634,4518,2940,up
41,17,75642,34284,15986,4740,6395,2074,3628,2941,up
57,47,26046,31477,3647,18864,14476,11374,4995,2941,up
74,100,194049,54043,51086,35763,15280,22044,6258,2941,down
78,35,6641,23384,1869,16907,18002,25025,7192,2941,up
97,66,57331,57972,26209,2953,8580,17747,3005,2944,left
50,47,169577,65294,19159,11773,15471,33999,2895,2945,left
30,29,253633,131927,15788,8935,10127,6345,7574,2946,left
67,77,394203,183181,14914,21544,4893,23933,2989,2949,right
4,37,93298,84460,10028,40717,10762,12887,1653,2950,left
53,83,57599,17557,17342,9639,8879,5439,2884,2950,right
47,38,149516,122688,46579,11061,5757,35890,6335,2950,left
63,66,147511,49494,11720,8004,10340,22541,3289,2952,right
23,30,974686,179672,12594,8610,6601,12638,7484,2955,down
74,61,119413,46391,1312,6508,7909,7134,2576,2958,right
43,84,95212,30608,20598,14263,12203,11669,5465,2961,right
60,1,230649,113712,8630,21493,9573,21218,12218,2961,down
84,69,47266,35955,7433,3074,1037,4891,581,2966,right
74,75,6884,7310,13585,7497,4088,13687,3147,2969,right
54,35,95346,115573,41268,7029,3848,8104,4603,2969,left
75,91,738155,39584,16615,35298,24041,9483,5281,2970,right
56,74,223420,62429,13048,21267,4198,25187,2629,2972,left
35,51,246054,125205,16957,20138,14455,21343,9556,2975,down
96,24,337049,227682,7561,15272,14593,7291,3816,2976,left
24,57,131800,124444,34635,8930,14283,29924,7752,2976,left
64,77,21923,26833,3974,8535,5647,8577,3205,2978,up
48,53,154165,177130,35666,3844,14322,20530,4735,2981,left
37,29,29401,59723,30208,11257,25470,65752,2450,2985,left
70,37,16057,11596,13765,18861,7389,23114,3475,2985,up
54,64,59929,25010,26875,13961,10137,10009,3964,2990,right
69,44,671580,277368,22690,44796,14381,34174,8854,2993,down
90,61,145785,16076,36739,6265,10572,19260,2940,2996,left
61,54,22727,26033,1758,4741,5792,8272,5936,2997,up
35,21,166965,43121,16050,21493,11193,22353,3016,2998,left
51,29,70582,42990,16277,5767,9826,25388,4940,3000,left
100,57,2740,5446,12610,9947,8562,10138,3580,3005,up
30,56,18205,5363,8136,8619,6418,8813,4085,3008,up
64,30,728047,114437,4500,10685,16571,23471,9240,3008,down
50,29,64110,126031,13133,37581,15754,14609,3625,3010,left
53,50,86163,115324,25723,24988,15638,9421,3260,3013,left
40,41,25909,16248,4370,5774,7147,16399,9275,3013,up
41,61,175323,76899,18562,8696,9550,17844,4633,3016,left
48,47,98985,62732,20548,29948,9400,11037,3514,3019,down
77,81,74886,39589,25883,16757,9328,19565,4973,3019,right
53,44,58413,39258,25684,18637,8185,22733,5397,3023,up
67,63,298335,30943,27475,23748,11539,21674,5365,3024,right
66,47,114399,7838,5602,2308,1915,3362,233,3025,right
60,80,4584,13783,41700,3290,7320,7753,3818,3029,right
14,74,255247,70249,36805,24317,17969,38642,6333,3032,right
78,54,30983,9821,11035,19760,9926,23715,7042,3032,up
84,66,322612,35608,50392,5547,11161,8688,4281,3033,down
63,69,12419,4992,7685,11282,16404,14837,5278,3038,up
41,61,36903,32115,29725,7017,9968,18729,1236,3044,up
54,29,391999,46660,3630,8409,20134,19605,3704,3047,down
44,40,849268,109376,30275,43153,14298,47199,9800,3054,down
47,51,25025,77047,32822,8772,4964,11089,4623,3059,up
48,67,98517,14681,20473,15330,13056,29012,2995,3064,right
64,77,210776,84349,29526,15444,9226,42344,11849,3070,down
53,51,305600,47654,47775,26979,8931,25131,6823,3072,down
57,34,395224,70745,21578,7410,6954,13035,6358,3074,left
26,44,569330,248266,6140,6477,5862,4359,12551,3074,right
51,57,120032,44662,16402,4940,1941,14487,4157,3077,left
51,54,79287,104575,38627,9279,5512,16918,5860,3082,down
44,37,150527,108757,26221,16921,13112,28557,12258,3085,down
94,80,323883,28167,18460,7792,12393,10202,1462,3087,right
60,74,25766,9601,16304,8340,4510,8727,2809,3088,up
17,50,86584,113435,53925,15116,4500,18309,2858,3089,left
66,63,11039,9778,24090,22008,12595,14396,6953,3089,up
38,69,95450,7621,12293,18471,4510,15292,3059,3093,right
57,51,28251,14153,12399,2673,3675,9456,4621,3097,up
64,80,108401,42436,57529,9348,6949,13729,4690,3098,left
77,88,13511,25005,4659,19832,1940,3973,1802,3099,right
67,57,339628,70890,71033,15181,6505,24888,5213,3106,down
35,57,35981,91948,10018,10778,12984,7163,5341,3111,right
50,29,459202,149779,12628,4615,14660,35587,2366,3112,left
56,96,71959,27898,24902,6608,8283,8929,3948,3126,right
21,54,89614,151806,12587,58882,7419,13964,5828,3128,left
48,67,116013,61100,8258,20328,4367,50858,6296,3129,left
74,21,131542,22844,12457,8099,4459,10686,3590,3130,up
75,64,117830,62028,25255,22497,10183,26370,4746,3130,down
56,41,22936,18873,25545,14910,5034,40886,5553,3133,up
56,30,27052,22333,3603,5200,11700,9951,3372,3136,up
60,29,88591,241120,43314,26094,10162,12511,2591,3137,left
88,43,1343248,44135,4688,28376,5878,12067,3506,3137,down
70,81,108049,20351,20121,16683,6586,17925,2930,3139,right
37,53,230290,93025,28053,1345,12182,18464,3988,3140,left
57,63,293071,43744,6725,9622,4633,22576,1930,3146,right
77,70,67455,89933,62708,5725,17607,27005,4365,3146,right
69,41,308424,66874,57743,38583,11990,34471,2983,3158,left
69,50,70728,123050,13654,45165,19485,17455,2613,3159,right
69,26,3890,10460,7793,5073,12278,19375,1434,3162,up
81,77,17620,21506,7479,9581,6915,8781,2342,3169,right
83,66,121055,49238,7156,6104,5134,14565,5805,3174,down
23,35,708138,162634,46651,12078,14840,21498,3456,3178,left
50,74,124327,115738,107685,12913,8804,14259,4689,3183,left
57,97,150158,137682,32609,16285,12362,13576,7053,3187,left
63,56,586407,24138,30191,13774,13110,7664,5806,3190,down
88,75,68925,13582,24247,6333,8514,11042,5541,3191,right
70,43,92426,89872,35179,20708,22700,16407,5409,3196,down
41,51,273225,95286,22795,15398,7901,31516,2941,3197,left
100,90,6660,11424,1709,4296,4087,7419,5113,3198,right
7,64,66135,54325,12531,13109,2953,11067,5492,3199,up
41,51,5151,8769,19139,7244,6357,6081,6455,3203,up
83,56,214757,44177,1165,29300,12646,13967,2284,3208,left
75,21,196722,104974,46200,26467,7954,15569,5009,3217,left
67,54,179663,92680,16785,40319,9597,9200,3328,3221,right
63,88,57389,29802,3833,4012,5838,8927,3923,3221,right
60,51,211331,178691,20964,27961,4792,20785,3128,3228,down
78,78,125552,48135,58475,19442,10471,47545,6994,3229,down
57,37,484979,226883,24010,30054,15466,18346,8447,3232,down
48,43,182557,79982,35692,17228,8184,32418,4928,3234,left
84,51,559215,12980,48525,23891,30714,8566,2736,3235,left
11,13,69509,65555,2295,9208,5964,2853,1668,3238,down
47,1,77866,79805,87177,14587,8768,12088,2182,3238,left
88,54,158538,27082,6007,19300,10674,11464,2506,3241,down
60,21,57414,44795,16753,3941,9572,16810,5354,3242,up
100,67,175825,61743,8289,26352,10086,13114,20339,3242,down
54,78,40852,24994,31253,17234,6920,23581,6073,3244,right
50,34,209874,109232,35291,25480,11773,13727,8889,3247,down
63,69,8752,9610,3847,10513,5873,4790,1113,3252,up
77,41,263377,208421,8374,5108,12904,6904,3477,3253,left
50,50,624878,223602,31577,15734,16296,41749,11969,3255,down
67,30,484325,102992,26467,39007,19827,22030,6358,3257,left
54,37,1616,6251,14591,8156,7633,16415,2456,3260,up
61,37,203124,109766,15995,20075,13299,17251,4292,3260,left
77,43,305331,136754,60820,20571,15476,10607,6554,3261,down
40,27,417061,164461,19545,3266,9613,9482,5179,3262,down
60,74,236928,259384,41083,32824,9979,20181,6573,3262,down
30,66,22985,150802,50771,43487,6176,34714,5083,3263,up
75,41,76920,157355,26169,53034,11238,18368,6339,3273,left
70,87,116025,17469,14022,10458,4213,18569,3438,3275,right
41,40,134187,83920,16196,46190,4386,12745,16063,3276,down
69,43,47567,31086,16706,9058,7856,12606,4220,3291,up
88,91,41269,13318,12254,20536,7144,7867,4385,3292,right
69,27,226695,99820,20580,17339,10546,20055,6645,3292,down
47,40,823550,82176,25598,39973,8861,13670,7906,3295,down
63,41,118878,56923,9553,22290,21629,17498,7629,3296,down
60,47,3349,7544,9965,3414,3674,8169,2479,3299,up
75,50,25999,16956,8583,10119,7146,9577,5221,3299,up
66,63,650923,30215,27995,9925,9444,12220,6457,3304,left
37,41,360640,73375,16765,2824,4497,36424,4998,3306,left
78,57,319136,269880,10880,9626,6699,6609,989,3318,right
54,48,804705,133962,8232,77362,9531,8424,6116,3318,down
50,75,8920,9048,12050,25177,12679,10586,2365,3321,up
61,35,318021,255319,87010,19262,9489,10779,3447,3324,down
50,26,45757,66730,18976,19351,3077,4590,3700,3335,left
63,53,482020,43355,26712,21324,15115,15926,7871,3335,down
61,17,17947,9810,3366,9097,5447,21059,2155,3337,up
61,30,78937,48093,5702,8535,5594,13925,5085,3342,left
75,94,147979,16574,14027,7710,2066,3622,2244,3343,down
35,54,92605,103809,20980,29092,11136,18981,11528,3347,down
61,56,84867,24500,5376,11098,6689,13748,2683,3349,right
43,41,48038,13290,16734,9973,8031,10056,3451,3351,up
63,54,9478,9627,7401,5453,3731,5012,3072,3353,up
30,38,157264,166885,31655,54695,5953,22269,5832,3357,left
90,91,255684,54830,12728,39989,12399,6214,4412,3362,down
60,37,726207,103061,15663,12479,17281,24753,8485,3363,down
60,53,111113,40566,7787,10926,13081,10075,4870,3365,down
64,67,13859,6279,35606,20301,5220,14278,2095,3366,up
37,41,372542,101577,25171,7768,5484,20150,6045,3366,up
74,93,234720,87816,49345,18254,20532,14545,4451,3367,right
64,41,20251,7216,9973,8754,8219,6750,3031,3372,up
54,47,965687,221099,27375,9972,6586,30535,5201,3376,left
30,57,37799,115063,14134,25907,9733,20647,4608,3379,left
51,57,93183,165005,23017,20733,11026,34449,10313,3385,down
97,70,4099,17200,6648,14358,8186,6155,3577,3386,right
56,56,10206,27481,29068,7290,5243,13860,4278,3393,up
61,7,78459,155972,19499,10166,11457,9683,9469,3393,left
51,44,190012,179539,48482,39359,20101,13283,4271,3395,down
94,7,217990,36601,26291,53317,17158,16985,4056,3401,left
66,88,127229,56720,20638,6085,8355,6137,2299,3402,right
87,44,23694,7970,14615,5745,9871,9151,2604,3402,up
78,78,4570,11264,10135,8089,4865,6185,3513,3402,up
56,51,128639,212468,7595,13775,27858,15314,4858,3403,left
81,67,105618,77352,22404,7901,9883,17199,3700,3404,right
60,70,38795,120430,32477,6521,8948,17878,4533,3414,down
57,53,647058,129462,14037,25363,6713,7638,1793,3423,down
47,50,401992,132153,10342,26293,2566,4235,3408,3430,left
100,60,228948,47220,36393,11472,10084,47020,5415,3431,down
64,50,396673,31050,33096,8094,10333,4077,6832,3433,down
64,77,17512,19600,2373,16615,5692,19744,2905,3436,up
63,13,2030263,381312,24452,9092,18475,12171,7560,3441,down
34,44,27381,129122,14754,14457,7046,12454,10494,3441,down
50,96,94432,38341,47725,2514,7765,21975,2656,3447,right
74,41,12051,18370,19967,9052,6786,16094,3937,3447,up
83,50,144538,30392,22366,20684,20946,14486,5307,3447,down
66,56,19691,15193,19914,6669,4935,7164,5871,3451,up
69,66,409928,112315,17874,45135,7393,4831,2298,3455,left
41,77,168122,47077,34073,24528,7755,23060,10260,3459,down
63,29,17634,5478,14105,3865,6160,6993,3328,3465,up
67,38,150273,78322,44465,13863,12741,9853,8986,3471,down
40,75,202119,130752,26571,33144,5791,27660,9703,3471,down
63,83,100543,94711,48702,6320,16867,10363,10822,3471,left
47,43,77760,514785,44977,27572,12654,17979,3043,3474,left
26,37,209131,102168,31508,25070,10990,10243,4690,3480,left
56,60,538367,255641,47010,32036,14065,25951,2043,3481,right
70,41,3776,14352,9133,5319,9893,9293,3542,3485,up
48,54,83159,73895,21922,16861,9196,21560,7701,3489,down
30,78,79143,35302,22863,23706,3873,7915,3383,3491,right
84,24,198758,117600,50925,8823,13100,7919,7576,3495,left
30,48,181424,58943,6850,9864,9456,11314,4925,3501,left
57,34,176672,69631,40182,12819,4471,8853,4055,3502,right
51,60,14239,10807,10749,7394,6088,9855,4236,3507,up
56,51,438569,189788,37721,39588,8052,9942,4708,3507,down
47,77,81412,43679,7053,9153,5933,11519,2145,3509,right
48,27,104059,38612,10756,19537,13827,34766,4175,3510,down
56,29,75712,149221,18450,23084,12523,19073,9857,3511,left
35,60,161217,88533,36536,35308,14771,19639,2107,3513,left
66,51,33937,17264,12836,5897,4938,10937,5679,3513,up
47,26,10028,11985,6776,9006,6111,17135,6829,3513,up
56,3,26656,12466,12967,4293,17409,14533,6215,3514,up
67,60,11835,13810,13907,4822,6230,5253,4377,3518,up
50,67,56534,14882,19503,6327,10842,10520,4762,3519,right
84,35,349301,148717,11391,51843,6313,17742,4593,3523,down
27,57,536165,74869,45446,18434,6483,8263,7167,3527,down
51,56,404363,122824,48613,58094,8906,16677,4531,3532,down
48,70,98515,53096,42737,48719,11943,14371,6944,3540,left
43,40,496890,48094,18292,16510,12548,17217,8764,3540,down
56,61,13310,16804,12558,11349,6802,6545,6183,3541,up
61,47,76046,96428,90869,8716,4866,10359,6070,3542,left
87,61,80593,19230,36793,18583,5823,8136,3820,3544,right
88,93,26999,10511,6483,11347,7405,7620,4776,3561,right
67,60,8664,5823,5002,8748,4324,13650,3074,3567,up
57,48,169297,33079,15999,19691,9335,16328,3740,3568,left
29,48,9428,24585,19257,11267,8040,16719,5497,3572,up
78,64,156336,157387,36398,23748,5047,27408,5578,3579,left
1,34,635686,50073,9174,10101,7263,16238,7397,3596,left
24,54,113977,63483,31388,10898,9541,33897,3880,3599,left
51,4,578808,87228,14816,26880,8871,9665,4450,3602,left
50,80,57698,9938,16135,26227,4301,20881,3787,3603,right
40,41,1256564,75269,31756,8681,10429,8618,8441,3605,left
53,23,162303,49226,5403,21380,9146,10749,6697,3607,down
57,43,112731,192927,43724,17168,5599,14364,3818,3610,left
56,51,436796,71734,25181,20805,6510,10483,3749,3617,down
64,50,90367,89628,17546,5072,10058,24093,5723,3622,down
60,57,50062,14684,2066,3697,2373,4488,4076,3635,up
38,41,250691,246302,6595,19438,11938,11077,5057,3645,left
61,63,12670,13572,38003,9187,4687,14859,3076,3646,up
54,48,322091,61729,21573,30801,24082,20084,5078,3664,left
97,44,126534,78074,2907,16759,12779,5312,6318,3665,down
56,81,50265,7080,25087,9903,5934,5446,1916,3672,right
1,26,410547,48528,8095,10642,14332,7369,4351,3676,up
41,53,215198,179687,22256,13685,8341,18461,4630,3676,down
60,38,205277,67023,1578,33004,11824,13296,5590,3677,down
34,56,355276,144975,41775,26525,6169,18110,5011,3682,left
75,35,16117,12019,7372,4980,10016,7709,7046,3692,up
54,57,223390,173563,31306,39378,3092,36736,2440,3695,down
51,35,387683,232592,22664,15650,6798,31167,13963,3696,down
1,51,224599,77778,13511,7638,5746,20479,4885,3697,left
77,56,85443,9871,11538,9778,12941,16257,5943,3700,down
40,87,107480,44570,14017,21884,6441,15781,5125,3702,right
47,84,133466,73107,44451,11084,7797,11214,3408,3703,right
50,63,233375,67296,31055,24348,11048,17790,7197,3704,down
74,60,968046,78344,20421,26719,9108,13125,2313,3711,down
56,67,8195,9008,7625,9434,9260,15616,6611,3711,up
26,43,64558,86356,27686,15764,14964,18256,8157,3716,down
74,74,311607,53058,52271,21414,11333,19535,9442,3722,down
88,57,13621,7914,11559,19068,25970,14913,3349,3730,up
61,75,1372318,78816,68265,34982,12394,33522,10797,3733,down
48,1,961486,61869,22044,25230,8775,13731,8050,3734,left
48,61,424271,103129,21515,41568,11109,12424,2805,3735,down
48,51,10552,20326,4574,8097,6757,9689,1664,3738,up
60,4,849931,161962,10990,8177,14545,10923,5860,3739,down
74,41,578180,42953,17223,23138,15234,17870,7679,3739,down
69,70,95102,86547,14635,42297,16912,13644,6583,3741,down
37,75,169347,142637,26318,15336,9879,10768,3521,3742,right
90,56,265988,24059,16909,11609,10785,16037,3007,3744,down
91,51,62082,88348,23333,22741,11251,14165,5745,3750,down
69,47,596525,37788,79389,34471,17383,25243,8003,3750,down
48,69,80848,43922,41858,15111,20955,27620,7860,3754,down
60,54,110737,128155,15820,24200,10532,12561,3621,3757,left
50,69,506790,203121,19636,12036,10631,15659,9111,3757,right
88,77,184027,15264,12759,5376,1132,3658,1209,3760,right
41,48,182169,83850,19411,18452,18377,9200,1980,3764,left
51,74,453283,99642,18596,14672,5021,10415,4735,3765,left
70,80,147767,24955,49675,2736,8301,28009,2907,3768,left
54,48,3801,13382,8484,8381,5246,9010,3889,3779,up
61,83,42700,47741,16943,15947,8732,17067,4700,3781,right
50,69,257140,60512,51194,11040,9383,15661,9424,3781,down
80,48,93200,107559,28854,20852,29332,19026,3867,3786,left
